state,county,year,cases,fips,size,prcp,avtemp
Arkansas,Perry County,2000,0,5105,10236,1057.1893607897637,16.255579129243507
Arkansas,Phillips County,2000,0,5107,26268,966.0166658968539,16.984326182184994
Arkansas,Pike County,2000,0,5109,11321,1308.221643468836,16.201248682462253
Arkansas,Poinsett County,2000,0,5111,25617,978.0125009042246,15.911489186463532
Arkansas,Polk County,2000,0,5113,20262,1446.117837890625,15.459249336242676
Arkansas,Pope County,2000,0,5115,54500,1068.103793966359,15.355056022775583
Arkansas,Prairie County,2000,0,5117,9504,950.1551034109933,16.595610521277603
Arkansas,Pulaski County,2000,0,5119,361905,1021.7034353008708,16.789575038065436
Arkansas,Randolph County,2000,0,5121,18163,1061.5583902994792,14.687856816697394
Arkansas,St. Francis County,2000,0,5123,29284,997.1618468645707,16.252735813844552
Arkansas,Saline County,2000,1,5125,83940,1073.7198138370693,16.69843497231742
Arkansas,Scott County,2000,0,5127,10991,1169.3999257482085,15.811622175058924
Arkansas,Searcy County,2000,0,5129,8273,1009.7878757052952,14.723700321081912
Arkansas,Sebastian County,2000,0,5131,115518,1073.519274455745,16.292947652863294
Arkansas,Sevier County,2000,0,5133,15759,1421.672095010447,16.738412346950795
Arkansas,Sharp County,2000,0,5135,17151,1026.1202241704705,14.901912442753824
Arkansas,Stone County,2000,0,5137,11522,1024.4632037934803,15.090312980470204
Arkansas,Union County,2000,0,5139,45572,1353.2407605401402,17.518649476149985
Arkansas,Van Buren County,2000,0,5141,16211,1045.5487579075636,14.9298484177716
Arkansas,Washington County,2000,0,5143,158806,1228.0697224934895,14.177972522046831
Arkansas,White County,2000,1,5145,67405,982.7883647843903,15.896516612931794
Arkansas,Woodruff County,2000,0,5147,8690,951.9613394388339,16.16634243290599
Arkansas,Yell County,2000,0,5149,21163,1026.964794838265,16.165276311848263
California,Alameda County,2000,4,6001,1450220,546.1019439697266,14.976324125572487
California,Alpine County,2000,0,6003,1205,1014.4715465198864,5.773911365595731
California,Amador County,2000,0,6005,35173,1049.400219048394,14.037849511040582
California,Butte County,2000,3,6007,203926,1165.8818181355794,15.060919794169338
California,Calaveras County,2000,1,6009,40696,1055.8800616954109,14.56798057736091
California,Colusa County,2000,0,6011,18829,570.364809630347,15.83712134856344
California,Contra Costa County,2000,1,6013,953192,564.8185369557348,15.464546326933236
California,Del Norte County,2000,0,6015,27471,2404.374434111134,11.388775421294156
California,El Dorado County,2000,0,6017,157134,1208.4800728841722,11.713377468998777
California,Fresno County,2000,1,6019,801444,604.010540189396,13.404786749351707
California,Glenn County,2000,1,6021,26451,641.9512242105751,15.186684194193706
California,Humboldt County,2000,10,6023,126403,1626.5824565686678,12.446039857362447
California,Imperial County,2000,0,6025,142396,28.278090035323032,23.32405887035109
California,Inyo County,2000,0,6027,17918,128.94447497370362,15.694742243140546
California,Kern County,2000,2,6029,663484,187.14815554804406,16.596062925664704
California,Kings County,2000,0,6031,129774,206.62774819726343,17.80153764260782
California,Lake County,2000,0,6033,58551,966.4480561191596,14.078098287860167
California,Lassen County,2000,0,6035,33749,406.1260828674235,8.30894084692318
California,Los Angeles County,2000,2,6037,9542578,327.7722584670564,16.821809900163416
California,Madera County,2000,0,6039,123566,741.2781434201909,13.96496543466688
California,Marin County,2000,3,6041,247614,931.2323848179409,14.060939936410813
California,Mariposa County,2000,0,6043,17143,935.3028768353757,13.240256467751697
California,Mendocino County,2000,7,6045,86396,1234.5610025819317,13.0671123494216
California,Merced County,2000,1,6047,212122,362.89645508220764,16.83269647770502
California,Modoc County,2000,0,6049,9415,418.6480297346761,8.356367988873245
California,Mono County,2000,0,6051,12896,347.5589344049059,6.917563069508528
California,Monterey County,2000,1,6053,403065,609.4942228581841,14.703235863158422
California,Napa County,2000,2,6055,124545,818.3631751650855,15.402815092177619
California,Nevada County,2000,9,6057,92503,1389.428671061198,11.212818320592245
California,Orange County,2000,3,6059,2856372,273.1860715321132,18.020581219877517
California,Placer County,2000,1,6061,251274,1233.935218081267,11.820676254189532
California,Plumas County,2000,0,6063,20764,1034.611999660585,9.147070041516931
California,Riverside County,2000,3,6065,1559109,117.32933930359034,20.19727460103086
California,Sacramento County,2000,3,6067,1230150,566.5634205466822,16.40072780533841
California,San Benito County,2000,0,6069,53827,434.17598100142044,14.861360271581622
California,San Bernardino County,2000,1,6071,1718469,104.05310681483128,19.17377831068112
California,San Diego County,2000,9,6073,2824987,232.79828231713554,17.3282196387816
California,San Francisco County,2000,2,6075,777360,686.6111178927952,14.0065279006958
California,San Joaquin County,2000,0,6077,567968,465.01747630466923,16.360923709156356
California,San Luis Obispo County,2000,1,6079,247878,471.4803664044636,15.218486357510574
California,San Mateo County,2000,2,6081,708272,812.3800036781713,14.041129350662231
California,Santa Barbara County,2000,0,6083,399784,586.4577833279013,15.146678078938
California,Santa Clara County,2000,2,6085,1685842,609.635157213713,15.191755540747392
California,Santa Cruz County,2000,5,6087,255834,1173.4994702148438,14.39463623046875
California,Shasta County,2000,0,6089,163782,1310.804001513672,12.576422542572022
California,Sierra County,2000,0,6091,3569,1255.7542092172723,8.52426286747581
California,Siskiyou County,2000,0,6093,44230,954.8217558241982,9.48933965508037
California,Solano County,2000,1,6095,396974,592.4231890249944,16.04572255369546
California,Sonoma County,2000,8,6097,460411,1026.9272195016695,14.663960737806137
California,Stanislaus County,2000,1,6099,449702,424.4246522322945,16.611848723370095
California,Sutter County,2000,1,6101,79149,535.5324982352879,16.517646115759145
California,Tehama County,2000,2,6103,56136,904.9722995716683,14.58520030768471
California,Trinity County,2000,1,6105,13006,1310.1661362216266,10.943263222753881
California,Tulare County,2000,0,6107,368628,556.8134920086412,12.644242320072522
California,Tuolumne County,2000,0,6109,54651,1214.1907846644306,9.607668957502945
California,Ventura County,2000,2,6111,756366,516.0964267281072,14.766137344302333
California,Yolo County,2000,0,6113,169884,552.2403740734787,16.39357480351229
California,Yuba County,2000,0,6115,60334,924.9894957879577,15.680992357658617
Colorado,Adams County,2000,0,8001,350961,338.12450048273257,10.559846435893666
Colorado,Alamosa County,2000,0,8003,14964,238.54417374990518,6.48478039014108
Colorado,Arapahoe County,2000,0,8005,491701,401.92471561586956,10.318271319071451
Colorado,Archuleta County,2000,0,8007,10038,575.6936889944725,6.696195561185624
Colorado,Baca County,2000,0,8009,4501,362.6208128178785,12.564844245232907
Colorado,Bent County,2000,0,8011,5968,252.06454219818116,12.652000506718954
Colorado,Boulder County,2000,0,8013,271669,508.8171908796326,7.444034454990025
Colorado,Chaffee County,2000,0,8015,16315,530.8880478463522,3.603684456322254
Colorado,Cheyenne County,2000,0,8017,2218,290.71505340686343,11.122046016183571
Colorado,Clear Creek County,2000,0,8019,9310,633.5080982995412,2.635336609882495
Colorado,Conejos County,2000,0,8021,8398,483.18231680312596,5.188648158513406
Colorado,Costilla County,2000,0,8023,3668,364.38328129695014,5.897246147921452
Colorado,Crowley County,2000,0,8025,5533,259.55784045410155,12.061386985778809
Colorado,Custer County,2000,0,8027,3514,447.3972578470686,5.722130890507086
Colorado,Delta County,2000,0,8029,27916,439.1431986786598,8.597329471000405
Colorado,Denver County,2000,0,8031,556094,342.77875328063965,11.341377794742584
Colorado,Dolores County,2000,0,8033,1846,539.4619144392602,6.888335621651308
Colorado,Douglas County,2000,0,8035,180311,453.0556917630709,8.92081566957327
Colorado,Eagle County,2000,0,8037,41987,606.7887355760596,4.608935964404395
Colorado,Elbert County,2000,0,8039,20099,416.43050694120103,9.418342215427455
Colorado,El Paso County,2000,0,8041,519463,406.34296875,9.327708053588868
Colorado,Fremont County,2000,0,8043,46277,357.46744493660947,8.27519220245042
Colorado,Garfield County,2000,0,8045,44259,555.167462411974,6.822428728759623
Colorado,Gilpin County,2000,0,8047,4816,588.3743471891984,4.524340608845586
Colorado,Grand County,2000,0,8049,12490,639.8119928418976,2.8595134735657894
Colorado,Gunnison County,2000,0,8051,14006,628.6816709276656,3.9744647092127825
Colorado,Hinsdale County,2000,0,8053,790,793.2773376103689,1.7533264280511782
Colorado,Huerfano County,2000,0,8055,7823,401.19914592960015,9.064185806406222
Colorado,Jackson County,2000,0,8057,1576,711.0702991770274,3.048791192630749
Colorado,Jefferson County,2000,0,8059,526471,427.77736891361707,8.182740483367652
Colorado,Kiowa County,2000,0,8061,1614,268.1355691389604,11.808277950142369
Colorado,Kit Carson County,2000,0,8063,7978,361.8742076594655,10.754243385501024
Colorado,Lake County,2000,0,8065,7832,677.0664865594161,1.2165906473242662
Colorado,La Plata County,2000,0,8067,44221,556.9818566458566,7.343188990902022
Colorado,Larimer County,2000,0,8069,253152,468.68507552265527,6.009870032274827
Colorado,Las Animas County,2000,0,8071,15276,346.7856444898422,11.153432855127301
Colorado,Lincoln County,2000,0,8073,6064,331.4695556640625,10.184215444399987
Colorado,Logan County,2000,0,8075,20647,338.96094657548895,10.299624028548696
Colorado,Mesa County,2000,0,8077,117488,392.49312891922597,9.28811118166571
Colorado,Mineral County,2000,0,8079,837,782.7695652803928,2.3413024493258634
Colorado,Moffat County,2000,0,8081,13166,343.3346112898594,7.1640381884080755
Colorado,Montezuma County,2000,0,8083,23863,367.667405796051,9.919566663354635
Colorado,Montrose County,2000,0,8085,33600,389.1819672745265,9.286596677276526
Colorado,Morgan County,2000,0,8087,27256,311.9096848337274,10.59385394046181
Colorado,Otero County,2000,0,8089,20248,296.86321230873546,12.72406607711871
Colorado,Ouray County,2000,0,8091,3776,618.9754638671875,5.138487212459246
Colorado,Park County,2000,0,8093,14696,440.87842265384296,3.51860106073215
Colorado,Phillips County,2000,0,8095,4455,346.75081494389747,10.76927291130533
Colorado,Pitkin County,2000,0,8097,14790,837.5965103047006,3.284485455752419
Colorado,Prowers County,2000,0,8099,14444,322.2652089436849,12.3174289782842
Colorado,Pueblo County,2000,0,8101,141839,320.3926631264065,11.801977684316428
Colorado,Rio Blanco County,2000,0,8103,5979,451.0912972930679,7.294861999221314
Colorado,Rio Grande County,2000,0,8105,12429,463.31884091142297,4.526014198427615
Colorado,Routt County,2000,0,8107,19828,749.1792150548987,4.4588026988949325
Colorado,Saguache County,2000,0,8109,5978,421.8947426932199,4.68331059436166
Colorado,San Juan County,2000,0,8111,559,1060.6298183865017,1.2235586222399164
Colorado,San Miguel County,2000,0,8113,6616,502.34182198842365,7.2295625056140125
Colorado,Sedgwick County,2000,0,8115,2743,343.2102060123366,10.845846069102384
Colorado,Summit County,2000,0,8117,23701,714.23094976516,1.807179368624375
Colorado,Teller County,2000,0,8119,20648,423.00318489493907,4.880342499567912
Colorado,Washington County,2000,0,8121,4942,357.6627992431019,10.395109766312228
Colorado,Weld County,2000,0,8123,183045,250.77874813895974,9.838527750477738
Colorado,Yuma County,2000,0,8125,9815,396.5584577195188,10.99792753381932
Connecticut,Fairfield County,2000,1342,9001,884420,1243.232987733645,9.896996881360206
Connecticut,Hartford County,2000,231,9003,858422,1226.6221534465922,9.394723748338633
Connecticut,Litchfield County,2000,457,9005,182628,1294.73669116528,8.19741018716391
Connecticut,Middlesex County,2000,191,9007,155633,1276.327452503551,9.664757589860397
Connecticut,New Haven County,2000,442,9009,824992,1283.7557839786305,9.744997987560197
Connecticut,New London County,2000,439,9011,259575,1250.9479227701822,9.626224319140116
Connecticut,Tolland County,2000,201,9013,136860,1191.9356423117897,8.6602802623402
Connecticut,Windham County,2000,359,9015,109196,1178.7448815634084,8.947875466457633
Delaware,Kent County,2000,25,10001,127109,1220.18189453125,12.673353328704835
Delaware,New Castle County,2000,121,10003,501913,1200.550498453776,12.313681968053181
Delaware,Sussex County,2000,21,10005,157389,1184.43571571251,13.134059224809919
District of Columbia,District of Columbia,2000,11,11001,571744,1022.3145363547585,13.49724240736528
Florida,Alachua County,2000,1,12001,218602,998.0058808071923,20.286971667340694
Florida,Baker County,2000,0,12003,22373,975.613370964326,19.500056668936487
Florida,Bay County,2000,0,12005,148258,1057.820583597819,19.971626393000285
Florida,Bradford County,2000,0,12007,26078,882.2344681589227,19.846523084138568
Florida,Brevard County,2000,2,12009,477735,893.5450275783433,22.108262131334016
Florida,Broward County,2000,0,12011,1631723,1145.717412488214,24.16625401069378
Florida,Calhoun County,2000,0,12013,13040,1028.7273172518103,19.75842992270865
Florida,Charlotte County,2000,0,12015,142246,902.8962785436752,22.684442824505744
Florida,Citrus County,2000,1,12017,118639,936.2472843123071,21.046455830703547
Florida,Clay County,2000,1,12019,141621,1040.5700020168138,19.871668940005094
Florida,Collier County,2000,1,12021,254070,1105.4617571149554,23.523985474974243
Florida,Columbia County,2000,0,12023,56726,1002.7054022054757,19.909728970147867
Florida,DeSoto County,2000,0,12027,32262,919.3296820322672,22.134585916996002
Florida,Dixie County,2000,0,12029,13817,1169.858016514542,19.902230593237547
Florida,Duval County,2000,1,12031,779803,1063.1804119172643,20.03325132463799
Florida,Escambia County,2000,1,12033,294784,1073.7562510172527,19.799191415309906
Florida,Flagler County,2000,1,12035,50560,991.3139126542686,21.140938496244125
Florida,Franklin County,2000,0,12037,9841,1168.4129345703125,20.26645118713379
Florida,Gadsden County,2000,0,12039,45067,1089.6413330078126,19.638423334757487
Florida,Gilchrist County,2000,0,12041,14540,1014.4066652784161,20.00307846069336
Florida,Glades County,2000,0,12043,10585,729.472407749721,22.641719617341693
Florida,Gulf County,2000,0,12045,14587,1106.4462387982537,20.16784762214212
Florida,Hamilton County,2000,0,12047,13325,1017.6666235021643,19.569426923184782
Florida,Hardee County,2000,0,12049,26911,828.7077382405599,22.01178907212757
Florida,Hendry County,2000,0,12051,36326,945.1967118915759,23.086900798897993
Florida,Hernando County,2000,2,12053,131425,952.6101581280049,21.2894838479849
Florida,Highlands County,2000,0,12055,87407,734.0233108932907,22.13763597849253
Florida,Hillsborough County,2000,2,12057,1003269,861.1788173251682,22.21093776490953
Florida,Holmes County,2000,0,12059,18535,1119.4666147085336,19.053165377103365
Florida,Indian River County,2000,2,12061,113387,949.2306046919389,22.224365407770332
Florida,Jackson County,2000,0,12063,46754,1020.1568904067531,19.74295202891032
Florida,Jefferson County,2000,0,12065,12906,1023.8853406039151,19.34791281006553
Florida,Lafayette County,2000,0,12067,7038,1045.01881328382,19.81014040896767
Florida,Lake County,2000,1,12069,212808,777.5177024699146,21.770634088457
Florida,Lee County,2000,3,12071,443916,1050.7981731912364,23.08885914346446
Florida,Leon County,2000,0,12073,240410,1118.679347826087,19.65883211467577
Florida,Levy County,2000,0,12075,34617,1019.1025460601612,20.364990222226282
Florida,Liberty County,2000,0,12077,6996,1044.9073186803746,19.82416702199865
Florida,Madison County,2000,0,12079,18746,1002.7496871948242,19.49687494834264
Florida,Manatee County,2000,1,12081,265662,960.8853759765625,22.29115101076522
Florida,Marion County,2000,0,12083,260285,876.3299124581473,21.042265636580332
Florida,Martin County,2000,1,12085,127160,943.4088541666666,22.91868437843761
Florida,Monroe County,2000,0,12087,79483,1114.348818446052,24.378866150534364
Florida,Nassau County,2000,0,12089,57949,1027.5609682144657,19.607702501358524
Florida,Okaloosa County,2000,1,12091,170966,1302.4119990596064,19.292611976906105
Florida,Okeechobee County,2000,0,12093,35917,764.8323736675715,22.359881384898042
Florida,Orange County,2000,4,12095,902756,731.658318359375,22.328142623901368
Florida,Osceola County,2000,0,12097,174182,803.8933035474305,22.17885123261618
Florida,Palm Beach County,2000,2,12099,1135318,1034.2157195845462,23.260946080575582
Florida,Pasco County,2000,0,12101,347318,954.1834991455078,21.8512091255188
Florida,Pinellas County,2000,10,12103,922261,994.4729316525343,22.928502943457627
Florida,Polk County,2000,0,12105,485378,800.6326648127424,22.29241226363356
Florida,Putnam County,2000,0,12107,70419,1037.4895838419595,20.813647254308066
Florida,St. Johns County,2000,0,12109,124478,1052.0524177970467,20.56718034010667
Florida,St. Lucie County,2000,0,12111,193433,861.6394485641312,22.60174411731762
Florida,Santa Rosa County,2000,0,12113,118387,1201.1447776938385,19.655353750072933
Florida,Sarasota County,2000,4,12115,327041,1047.3350609469126,22.540448292192206
Florida,Seminole County,2000,1,12117,367089,788.422123036486,22.17088565420597
Florida,Sumter County,2000,0,12119,53554,808.2798877757984,21.322478912688872
Florida,Suwannee County,2000,0,12121,35024,1024.0559549534576,20.031635730824572
Florida,Taylor County,2000,0,12123,19215,980.1907469042304,19.636029535410355
Florida,Union County,2000,0,12125,13462,905.6206226348877,19.923933625221252
Florida,Volusia County,2000,1,12127,445060,901.8122799343533,21.591058762868247
Florida,Wakulla County,2000,1,12129,22989,1071.2188208795362,19.851857544273457
Florida,Walton County,2000,0,12131,40819,1232.5075797323855,19.42911754631848
Florida,Washington County,2000,0,12133,21015,1119.85769688398,19.444660406003052
Georgia,Appling County,2000,0,13001,17408,965.4380031040737,18.57410648890904
Georgia,Atkinson County,2000,0,13003,7610,1055.4994260347808,18.676890336550198
Georgia,Bacon County,2000,0,13005,10122,1054.4588553688743,18.75110322778875
Georgia,Baker County,2000,0,13007,4053,962.7014537464489,18.916087167913265
Georgia,Baldwin County,2000,0,13009,44738,865.693244934082,17.32008957862854
Georgia,Banks County,2000,0,13011,14504,993.0462917751736,15.602847240589282
Georgia,Barrow County,2000,0,13013,46561,978.6630004882812,15.91830825805664
Georgia,Bartow County,2000,0,13015,76703,1104.3243901500964,15.552372174720242
Georgia,Ben Hill County,2000,0,13017,17473,1102.00047374907,18.41798110235305
Georgia,Berrien County,2000,0,13019,16250,1083.4106044484608,18.70203422432515
